Date,High,Low,Open,Close,Volume,Adj Close
2021-08-04,537.1699829101562,528.4400024414062,530.8300170898438,536.0599975585938,709100,536.0599975585938
2021-08-05,540.6300048828125,534.5399780273438,536.739990234375,538.010009765625,897000,538.010009765625
2021-08-06,537.8800048828125,530.010009765625,534.8099975585938,534.2899780273438,1040200,534.2899780273438
2021-08-09,537.239990234375,531.8699951171875,534.1699829101562,535.22998046875,733100,535.22998046875
2021-08-10,539.989990234375,528.7100219726562,538.22998046875,530.1300048828125,855800,530.1300048828125
2021-08-11,533.0399780273438,526.6199951171875,529.3900146484375,532.22998046875,765000,532.22998046875
2021-08-12,538.1400146484375,530.22998046875,532.2899780273438,536.9199829101562,521200,536.9199829101562
2021-08-13,541.2100219726562,534.510009765625,536.3599853515625,540.739990234375,541200,540.739990234375
2021-08-16,542.9600219726562,535.8699951171875,540.4500122070312,542.9400024414062,785300,542.9400024414062
2021-08-17,542.1099853515625,534.1400146484375,542.1099853515625,535.8599853515625,1079200,535.8599853515625
2021-08-18,539.5900268554688,532.1099853515625,535.0800170898438,532.97998046875,723900,532.97998046875
2021-08-19,547.9000244140625,527.8300170898438,528.5900268554688,543.4400024414062,1495300,543.4400024414062
2021-08-20,549.6799926757812,542.969970703125,547.5800170898438,545.2999877929688,1243200,545.2999877929688
2021-08-23,553.7999877929688,548.2000122070312,548.8499755859375,552.489990234375,1368500,552.489990234375
2021-08-24,555.030029296875,548.8300170898438,554.0,554.02001953125,1661300,554.02001953125
2021-08-25,582.9600219726562,551.010009765625,577.3099975585938,555.6099853515625,2237800,555.6099853515625
2021-08-26,556.6099853515625,546.1699829101562,547.6799926757812,552.6400146484375,1557000,552.6400146484375
2021-08-27,566.25,553.6699829101562,554.6300048828125,565.9400024414062,1414200,565.9400024414062
2021-08-30,568.3099975585938,563.5399780273438,567.1400146484375,565.5700073242188,893900,565.5700073242188
2021-08-31,567.1099853515625,563.25,567.1099853515625,566.1099853515625,1231100,566.1099853515625
2021-09-01,567.780029296875,562.6699829101562,567.2999877929688,563.1300048828125,1259400,563.1300048828125
2021-09-02,565.2899780273438,555.6400146484375,563.7000122070312,559.7899780273438,1086000,559.7899780273438
2021-09-03,566.739990234375,558.0399780273438,559.5,563.25,762600,563.25
2021-09-07,563.75,555.510009765625,563.75,560.469970703125,881900,560.469970703125
