Date,High,Low,Open,Close,Volume,Adj Close
2021-08-04,119.20999908447266,117.56999969482422,119.12999725341797,118.25,6675500,118.25
2021-08-05,119.08999633789062,118.11000061035156,118.72000122070312,119.02999877929688,4281900,119.02999877929688
2021-08-06,119.20999908447266,118.08000183105469,119.13999938964844,119.05000305175781,6832600,119.05000305175781
2021-08-09,119.0199966430664,117.75,118.98999786376953,117.94000244140625,4557900,117.94000244140625
2021-08-10,118.5,115.9800033569336,118.38999938964844,116.38999938964844,9839700,116.38999938964844
2021-08-11,117.29000091552734,115.9000015258789,116.33999633789062,116.5,6472300,116.5
2021-08-12,116.77999877929688,115.51000213623047,116.41000366210938,115.75,4358300,115.75
2021-08-13,116.83000183105469,115.4000015258789,115.94000244140625,116.76000213623047,4361700,116.76000213623047
2021-08-16,117.7300033569336,116.41000366210938,116.69000244140625,117.54000091552734,5976000,117.54000091552734
2021-08-17,116.94000244140625,115.55999755859375,116.62000274658203,116.56999969482422,4719800,116.56999969482422
2021-08-18,116.73999786376953,115.5999984741211,116.27999877929688,115.68000030517578,4520500,115.68000030517578
2021-08-19,115.06999969482422,113.61000061035156,114.51000213623047,114.31999969482422,5317100,114.31999969482422
2021-08-20,115.0,113.66000366210938,113.9800033569336,114.62999725341797,3486300,114.62999725341797
2021-08-23,115.45999908447266,114.70999908447266,114.70999908447266,115.1500015258789,4235100,115.1500015258789
2021-08-24,115.8499984741211,114.94000244140625,115.38999938964844,115.08000183105469,3447300,115.08000183105469
2021-08-25,115.98999786376953,115.0,115.58999633789062,115.56999969482422,3881500,115.56999969482422
2021-08-26,115.7699966430664,113.86000061035156,115.62000274658203,114.31999969482422,5188200,114.31999969482422
2021-08-27,115.38999938964844,114.18000030517578,114.61000061035156,115.12000274658203,4204700,115.12000274658203
2021-08-30,115.81999969482422,114.62999725341797,115.61000061035156,115.61000061035156,3078200,115.61000061035156
2021-08-31,117.5999984741211,115.6500015258789,115.7699966430664,117.48999786376953,6995500,117.48999786376953
2021-09-01,118.33000183105469,117.27999877929688,118.01000213623047,117.44999694824219,4402700,117.44999694824219
2021-09-02,118.36000061035156,116.9000015258789,118.29000091552734,117.37000274658203,3801900,117.37000274658203
2021-09-03,117.58000183105469,116.33999633789062,116.83999633789062,117.19000244140625,2921300,117.19000244140625
2021-09-07,117.12999725341797,115.47000122070312,117.08999633789062,115.79000091552734,4264900,115.79000091552734
2021-09-08,118.19000244140625,115.51000213623047,116.0999984741211,118.04000091552734,5548400,118.04000091552734
2021-09-09,120.06999969482422,117.80000305175781,117.9800033569336,118.79000091552734,4711200,118.79000091552734
2021-09-10,120.76000213623047,118.88999938964844,119.3499984741211,119.33999633789062,6517900,119.33999633789062
2021-09-13,120.1500015258789,118.55999755859375,119.88999938964844,119.18000030517578,4381100,119.18000030517578
2021-09-14,119.86000061035156,118.36000061035156,119.72000122070312,118.86000061035156,4722800,118.86000061035156
2021-09-15,117.0199966430664,113.12000274658203,116.95999908447266,114.63999938964844,11556200,114.63999938964844
